speaker_reference,text,generated_wav,language,Speaker Name,Model Name
/raid/edresson/dev/Paper/References_FT/zh_jack_ma_00000000.wav, He was subsequently relocated to Addenbrooke's Hospital in Cambridge.,audios_demo/FT/XTTS_no_FT/Audios/zh_jack_ma_00000000.wav/zh_jack_ma_00000000.wav_en_3791.wav,en,6 zh_male,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 在另一种极端情况下，这个人会变成一个与之前迥然不同的个体，觉得他/她必须改变团队所做的一切，并把成果据为己有。,audios_demo/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_zh-cn_228.wav,zh-cn,5 ar_male,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_miley_00000044_00000056.wav, 该理论认为，一个星系周围的大多数暗物质都处在星系周围的某种光环中，由许多小粒子组成。,audios_demo/FT/XTTS_FT/Audios/en_miley_00000044_00000056.wav/en_miley_00000044_00000056.wav_zh-cn_468.wav,zh-cn,1 en_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_robo_coqui_000254180_000259700.wav, 但如果没有更多修饰语，这个词往往指的是原产于主岛爪哇岛中部和东部地区的食物。,audios_demo/FT/XTTS_FT/Audios/en_robo_coqui_000254180_000259700.wav/en_robo_coqui_000254180_000259700.wav_zh-cn_820.wav,zh-cn,2 en_robo_coqui,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_whisper_voice_00000015.wav, 他们乘坐马车回到了巴黎，一群人包围了他们，大喊大叫地威胁国王和王后。,audios_demo/FT/XTTS_FT/Audios/en_whisper_voice_00000015.wav/en_whisper_voice_00000015.wav_zh-cn_1188.wav,zh-cn,0 en_whisper_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_Jean_11_00000000.wav, 一对夫妻可能出于自己的利益，或者为其子女利益着想，因而决定不进行生育。,audios_demo/FT/XTTS_FT/Audios/fr_Jean_11_00000000.wav/fr_Jean_11_00000000.wav_zh-cn_1444.wav,zh-cn,7 fr_male2,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_julian_00000010.wav, 塔马基大道  海滩位于怀特玛塔港 ，就在奥克兰中部的米森湾  和圣赫里尔斯  的高档郊区。,audios_demo/FT/XTTS_FT/Audios/fr_julian_00000010.wav/fr_julian_00000010.wav_zh-cn_1764.wav,zh-cn,8 fr_male3,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_yan_lecun_00000080.wav, 亚热带风暴杰瑞  今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。,audios_demo/FT/XTTS_FT/Audios/fr_yan_lecun_00000080.wav/fr_yan_lecun_00000080.wav_zh-cn_2388.wav,zh-cn,3 fr_male1,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_bolsonaro_00000172.wav, 我们的寄养系统应该提供安全的家、有爱心的看护者、稳定的教育和可靠的医疗。,audios_demo/FT/XTTS_FT/Audios/pt_bolsonaro_00000172.wav/pt_bolsonaro_00000172.wav_zh-cn_2452.wav,zh-cn,99 pt_male2,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_dilma_00000003.wav, 游猎活动也许是非洲最吸引人的旅游活动，也是许多游客行程中的亮点。,audios_demo/FT/XTTS_FT/Audios/pt_dilma_00000003.wav/pt_dilma_00000003.wav_zh-cn_3092.wav,zh-cn,9 pt_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_lula_00000118.wav, 在一年中的其他日子，这里也能看到比较小型的锦标赛和比赛。,audios_demo/FT/XTTS_FT/Audios/pt_lula_00000118.wav/pt_lula_00000118.wav_zh-cn_3268.wav,zh-cn,4 pt_male1,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/zh_jack_ma_00000000.wav, 在群岛和湖泊之中，游艇并不是必需的。,audios_demo/FT/XTTS_FT/Audios/zh_jack_ma_00000000.wav/zh_jack_ma_00000000.wav_zh-cn_3540.wav,zh-cn,6 zh_male,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 在另一种极端情况下，这个人会变成一个与之前迥然不同的个体，觉得他/她必须改变团队所做的一切，并把成果据为己有。,audios_demo/FT/XTTS_no_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_zh-cn_228.wav,zh-cn,5 ar_male,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_miley_00000044_00000056.wav, 该理论认为，一个星系周围的大多数暗物质都处在星系周围的某种光环中，由许多小粒子组成。,audios_demo/FT/XTTS_no_FT/Audios/en_miley_00000044_00000056.wav/en_miley_00000044_00000056.wav_zh-cn_468.wav,zh-cn,1 en_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_robo_coqui_000254180_000259700.wav, 但如果没有更多修饰语，这个词往往指的是原产于主岛爪哇岛中部和东部地区的食物。,audios_demo/FT/XTTS_no_FT/Audios/en_robo_coqui_000254180_000259700.wav/en_robo_coqui_000254180_000259700.wav_zh-cn_820.wav,zh-cn,2 en_robo_coqui,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_whisper_voice_00000015.wav, 他们乘坐马车回到了巴黎，一群人包围了他们，大喊大叫地威胁国王和王后。,audios_demo/FT/XTTS_no_FT/Audios/en_whisper_voice_00000015.wav/en_whisper_voice_00000015.wav_zh-cn_1188.wav,zh-cn,0 en_whisper_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/fr_Jean_11_00000000.wav, 一对夫妻可能出于自己的利益，或者为其子女利益着想，因而决定不进行生育。,audios_demo/FT/XTTS_no_FT/Audios/fr_Jean_11_00000000.wav/fr_Jean_11_00000000.wav_zh-cn_1444.wav,zh-cn,7 fr_male2,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/fr_julian_00000010.wav, 塔马基大道  海滩位于怀特玛塔港 ，就在奥克兰中部的米森湾  和圣赫里尔斯  的高档郊区。,audios_demo/FT/XTTS_no_FT/Audios/fr_julian_00000010.wav/fr_julian_00000010.wav_zh-cn_1764.wav,zh-cn,8 fr_male3,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/fr_yan_lecun_00000080.wav, 亚热带风暴杰瑞  今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。,audios_demo/FT/XTTS_no_FT/Audios/fr_yan_lecun_00000080.wav/fr_yan_lecun_00000080.wav_zh-cn_2388.wav,zh-cn,3 fr_male1,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/pt_bolsonaro_00000172.wav, 我们的寄养系统应该提供安全的家、有爱心的看护者、稳定的教育和可靠的医疗。,audios_demo/FT/XTTS_no_FT/Audios/pt_bolsonaro_00000172.wav/pt_bolsonaro_00000172.wav_zh-cn_2452.wav,zh-cn,99 pt_male2,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/pt_dilma_00000003.wav, 游猎活动也许是非洲最吸引人的旅游活动，也是许多游客行程中的亮点。,audios_demo/FT/XTTS_no_FT/Audios/pt_dilma_00000003.wav/pt_dilma_00000003.wav_zh-cn_3092.wav,zh-cn,9 pt_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/pt_lula_00000118.wav, 在一年中的其他日子，这里也能看到比较小型的锦标赛和比赛。,audios_demo/FT/XTTS_no_FT/Audios/pt_lula_00000118.wav/pt_lula_00000118.wav_zh-cn_3268.wav,zh-cn,4 pt_male1,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/zh_jack_ma_00000000.wav, 在群岛和湖泊之中，游艇并不是必需的。,audios_demo/FT/XTTS_no_FT/Audios/zh_jack_ma_00000000.wav/zh_jack_ma_00000000.wav_zh-cn_3540.wav,zh-cn,6 zh_male,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Seu status decaiu durante o século XII principalmente devido ao fato de os participantes da Cruzada terem voltado trazendo presentes como sedas e especiarias, que valiam mais do que o que os mercados bizantinos ofereciam.",audios_demo/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pt_186.wav,pt,5 ar_male,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_miley_00000044_00000056.wav," As visitas de estudos são muito importantes para qualquer turma de escola. Muitas vezes, os professores adorariam levar seus alunos a lugares para os quais uma viagem de ônibus não é uma opção.",audios_demo/FT/XTTS_FT/Audios/en_miley_00000044_00000056.wav/en_miley_00000044_00000056.wav_pt_362.wav,pt,1 en_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_robo_coqui_000254180_000259700.wav," Se o país que você visitará estiver sujeito à orientações de viagem, o seu seguro de saúde de viagem ou o seu seguro de cancelamento de viagem podem ser afetados.",audios_demo/FT/XTTS_FT/Audios/en_robo_coqui_000254180_000259700.wav/en_robo_coqui_000254180_000259700.wav_pt_794.wav,pt,2 en_robo_coqui,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_whisper_voice_00000015.wav," Após assistirem aos horrores e atrocidades da guerra durante a Primeira Guerra Mundial, as nações desejaram evitar tal situação novamente no futuro.",audios_demo/FT/XTTS_FT/Audios/en_whisper_voice_00000015.wav/en_whisper_voice_00000015.wav_pt_1050.wav,pt,0 en_whisper_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_Jean_11_00000000.wav," Machu Picchu consiste em três estruturas principais, nomeadamente a Intihuatana, o Templo do Sol e o Templo das Três Janelas.",audios_demo/FT/XTTS_FT/Audios/fr_Jean_11_00000000.wav/fr_Jean_11_00000000.wav_pt_1706.wav,pt,7 fr_male2,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_julian_00000010.wav," Atualmente ainda é produzido, porém o mais importante é que sua proporção foi herdada por formatos de sensores de imagem de câmera digital.",audios_demo/FT/XTTS_FT/Audios/fr_julian_00000010.wav/fr_julian_00000010.wav_pt_2042.wav,pt,8 fr_male3,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_yan_lecun_00000080.wav," Neste ônibus de transporte dinâmico, todos estão de alguma forma conectados e apoiando um sistema de transporte baseado em carros particulares.",audios_demo/FT/XTTS_FT/Audios/fr_yan_lecun_00000080.wav/fr_yan_lecun_00000080.wav_pt_2106.wav,pt,3 fr_male1,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_bolsonaro_00000172.wav," Edgar Veguilla foi ferido no braço e na mandíbula, enquanto Kristoffer Schneider precisou de cirurgia reconstrutiva em seu rosto.",audios_demo/FT/XTTS_FT/Audios/pt_bolsonaro_00000172.wav/pt_bolsonaro_00000172.wav_pt_2522.wav,pt,99 pt_male2,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_dilma_00000003.wav," A capital de Moldávia é Chisinau. A língua do país é o romeno, mas o russo é bastante usado.",audios_demo/FT/XTTS_FT/Audios/pt_dilma_00000003.wav/pt_dilma_00000003.wav_pt_3018.wav,pt,9 pt_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_lula_00000118.wav," Não havia grandes florestas na terra de Canaã, por isso, a madeira era extremamente cara.",audios_demo/FT/XTTS_FT/Audios/pt_lula_00000118.wav/pt_lula_00000118.wav_pt_3162.wav,pt,4 pt_male1,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/zh_jack_ma_00000000.wav," Todas os pensamentos científicos de Aristóteles foram aceitos, inclusive a psicologia.",audios_demo/FT/XTTS_FT/Audios/zh_jack_ma_00000000.wav/zh_jack_ma_00000000.wav_pt_3674.wav,pt,6 zh_male,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Seu status decaiu durante o século XII principalmente devido ao fato de os participantes da Cruzada terem voltado trazendo presentes como sedas e especiarias, que valiam mais do que o que os mercados bizantinos ofereciam.",audios_demo/FT/XTTS_no_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pt_186.wav,pt,5 ar_male,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_miley_00000044_00000056.wav," As visitas de estudos são muito importantes para qualquer turma de escola. Muitas vezes, os professores adorariam levar seus alunos a lugares para os quais uma viagem de ônibus não é uma opção.",audios_demo/FT/XTTS_no_FT/Audios/en_miley_00000044_00000056.wav/en_miley_00000044_00000056.wav_pt_362.wav,pt,1 en_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_robo_coqui_000254180_000259700.wav," Se o país que você visitará estiver sujeito à orientações de viagem, o seu seguro de saúde de viagem ou o seu seguro de cancelamento de viagem podem ser afetados.",audios_demo/FT/XTTS_no_FT/Audios/en_robo_coqui_000254180_000259700.wav/en_robo_coqui_000254180_000259700.wav_pt_794.wav,pt,2 en_robo_coqui,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_whisper_voice_00000015.wav," Após assistirem aos horrores e atrocidades da guerra durante a Primeira Guerra Mundial, as nações desejaram evitar tal situação novamente no futuro.",audios_demo/FT/XTTS_no_FT/Audios/en_whisper_voice_00000015.wav/en_whisper_voice_00000015.wav_pt_1050.wav,pt,0 en_whisper_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/fr_Jean_11_00000000.wav," Machu Picchu consiste em três estruturas principais, nomeadamente a Intihuatana, o Templo do Sol e o Templo das Três Janelas.",audios_demo/FT/XTTS_no_FT/Audios/fr_Jean_11_00000000.wav/fr_Jean_11_00000000.wav_pt_1706.wav,pt,7 fr_male2,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/fr_julian_00000010.wav," Atualmente ainda é produzido, porém o mais importante é que sua proporção foi herdada por formatos de sensores de imagem de câmera digital.",audios_demo/FT/XTTS_no_FT/Audios/fr_julian_00000010.wav/fr_julian_00000010.wav_pt_2042.wav,pt,8 fr_male3,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/fr_yan_lecun_00000080.wav," Neste ônibus de transporte dinâmico, todos estão de alguma forma conectados e apoiando um sistema de transporte baseado em carros particulares.",audios_demo/FT/XTTS_no_FT/Audios/fr_yan_lecun_00000080.wav/fr_yan_lecun_00000080.wav_pt_2106.wav,pt,3 fr_male1,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/pt_bolsonaro_00000172.wav," Edgar Veguilla foi ferido no braço e na mandíbula, enquanto Kristoffer Schneider precisou de cirurgia reconstrutiva em seu rosto.",audios_demo/FT/XTTS_no_FT/Audios/pt_bolsonaro_00000172.wav/pt_bolsonaro_00000172.wav_pt_2522.wav,pt,99 pt_male2,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/pt_dilma_00000003.wav," A capital de Moldávia é Chisinau. A língua do país é o romeno, mas o russo é bastante usado.",audios_demo/FT/XTTS_no_FT/Audios/pt_dilma_00000003.wav/pt_dilma_00000003.wav_pt_3018.wav,pt,9 pt_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/pt_lula_00000118.wav," Não havia grandes florestas na terra de Canaã, por isso, a madeira era extremamente cara.",audios_demo/FT/XTTS_no_FT/Audios/pt_lula_00000118.wav/pt_lula_00000118.wav_pt_3162.wav,pt,4 pt_male1,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/zh_jack_ma_00000000.wav," Todas os pensamentos científicos de Aristóteles foram aceitos, inclusive a psicologia.",audios_demo/FT/XTTS_no_FT/Audios/zh_jack_ma_00000000.wav/zh_jack_ma_00000000.wav_pt_3674.wav,pt,6 zh_male,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Tienen muy buena visión nocturna y en lugares oscuros y, además, se desplazan muy sigilosamente. Los ocelotes cazan a sus presas mimetizándose con su entorno y luego se abalanzan sobre ellas.",audios_demo/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_es_220.wav,es,5 ar_male,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_miley_00000044_00000056.wav," Por ejemplo, visitar castillos del valle del Loira, del valle del Rin, tomar un crucero hacia destinos interesantes por el Danubio, o recorrer en bote el canal de Erie.",audios_demo/FT/XTTS_FT/Audios/en_miley_00000044_00000056.wav/en_miley_00000044_00000056.wav_es_572.wav,es,1 en_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_robo_coqui_000254180_000259700.wav," Posiblemente, los cometas hayan servido como fuente de suministro de agua para nuestro planeta, así como de materia orgánica, la cual tiene la capacidad de formar proteínas y sustentar la vida.",audios_demo/FT/XTTS_FT/Audios/en_robo_coqui_000254180_000259700.wav/en_robo_coqui_000254180_000259700.wav_es_972.wav,es,2 en_robo_coqui,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/en_whisper_voice_00000015.wav," Tras ver los horrores y las atrocidades ocurridos durante la Primera Guerra Mundial, los países querían evitar que dicha situación se repita en el futuro.",audios_demo/FT/XTTS_FT/Audios/en_whisper_voice_00000015.wav/en_whisper_voice_00000015.wav_es_1052.wav,es,0 en_whisper_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_Jean_11_00000000.wav," El del tigre no es un rugido plenamente sonoro como el del león, sino, antes bien, como una oración de palabras dichas a gruñidos y a los gritos.",audios_demo/FT/XTTS_FT/Audios/fr_Jean_11_00000000.wav/fr_Jean_11_00000000.wav_es_1676.wav,es,7 fr_male2,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_julian_00000010.wav," En el puerto de Waitemataas se despliegan las playas de Tamaki Drive, en los extravagantes barrios de Mission Bay y St Heliers, en la región central de Auckland.",audios_demo/FT/XTTS_FT/Audios/fr_julian_00000010.wav/fr_julian_00000010.wav_es_1772.wav,es,8 fr_male3,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/fr_yan_lecun_00000080.wav," A medida que el dominio del idioma griego fue decayendo, Occidente se distanció de sus raíces griegas tanto filosóficas como científicas.",audios_demo/FT/XTTS_FT/Audios/fr_yan_lecun_00000080.wav/fr_yan_lecun_00000080.wav_es_2268.wav,es,3 fr_male1,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_bolsonaro_00000172.wav," En una adopción, los padres biológicos renuncian a sus derechos parentales para que una pareja distinta pueda hacerse cargo del niño.",audios_demo/FT/XTTS_FT/Audios/pt_bolsonaro_00000172.wav/pt_bolsonaro_00000172.wav_es_2476.wav,es,99 pt_male2,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_dilma_00000003.wav," Rápidamente, agentes munidos con equipos antidisturbios ingresaron al patio y abatieron a los presidiarios con gases lacrimógenos.",audios_demo/FT/XTTS_FT/Audios/pt_dilma_00000003.wav/pt_dilma_00000003.wav_es_2908.wav,es,9 pt_female,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/pt_lula_00000118.wav," Los cerdos son los portadores de la enfermedad, que luego migra a los humanos mediante los mosquitos.",audios_demo/FT/XTTS_FT/Audios/pt_lula_00000118.wav/pt_lula_00000118.wav_es_3452.wav,es,4 pt_male1,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/zh_jack_ma_00000000.wav, Las familias hebreas pasaban la mayor parte de su tiempo al aire libre.,audios_demo/FT/XTTS_FT/Audios/zh_jack_ma_00000000.wav/zh_jack_ma_00000000.wav_es_3500.wav,es,6 zh_male,2 XTTS Fine-tuning
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Tienen muy buena visión nocturna y en lugares oscuros y, además, se desplazan muy sigilosamente. Los ocelotes cazan a sus presas mimetizándose con su entorno y luego se abalanzan sobre ellas.",audios_demo/FT/XTTS_no_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_es_220.wav,es,5 ar_male,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_miley_00000044_00000056.wav," Por ejemplo, visitar castillos del valle del Loira, del valle del Rin, tomar un crucero hacia destinos interesantes por el Danubio, o recorrer en bote el canal de Erie.",audios_demo/FT/XTTS_no_FT/Audios/en_miley_00000044_00000056.wav/en_miley_00000044_00000056.wav_es_572.wav,es,1 en_female,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_robo_coqui_000254180_000259700.wav," Posiblemente, los cometas hayan servido como fuente de suministro de agua para nuestro planeta, así como de materia orgánica, la cual tiene la capacidad de formar proteínas y sustentar la vida.",audios_demo/FT/XTTS_no_FT/Audios/en_robo_coqui_000254180_000259700.wav/en_robo_coqui_000254180_000259700.wav_es_972.wav,es,2 en_robo_coqui,1 XTTS Zero-shot
/raid/edresson/dev/Paper/References_FT/en_whisper_voice_00000015.wav," Tras ver los horrores y las atrocidades ocurridos durante la Primera Guerra Mundial, los países querían evitar que dicha situación se repita en el futuro.",audios_demo/FT/XTTS_no_FT/Audios/en_whisper_voice_00000015.wav/en_whisper_voice_00000015.wav_es_1052.wav,es,0 en_whisper_female,1 XTTS Zero-shot
